species,longitude,latitude,q5_depth,q95_depth,q5_velocity,q95_velocity,q5_ss,q95_ss,q5_slope,q95_slope,q5_reynolds,q95_reynolds,q5_froude,q95_froude
background,2252405.158,1831503.037,17.081562,13.3624191,2.7047069,0.5476704,0.6508166,0.0291502,2.5775824,2.5430241,3657330.5,579551.6875,0.1153106,0.0266096
background,2248924.895,1831578.149,0.6353028,0.6444223,0.001,0.0009525,0,0,0.8585114,0.8585597,54.1876945,40.1925659,0,0
background,2248828.486,1831569.531,0.0168952,0.0258952,0.0004471,0.0007857,0,0,0.033317,0.033317,2.5633874,3.6345441,0.0003792,0.0003792
background,2253860.505,1831421.44,3.4157894,-0.1546596,0.0176141,0.0041407,0,0,1.0742369,0.9839742,4667.861328,56.007473,0.0015923,0.0020601
background,2248682.943,1831514.771,0.7529026,0.7619944,0.0000781,0,0,0,0.8317192,0.8322917,23.6838284,17.4573154,0,0
background,2253179.371,1831578.826,4.8904076,1.2965188,0.012897,0,0,0,0.1895311,0.1891069,4926.256836,10.853178,0.001,0
background,2255864.086,1831542.737,20.1659718,16.3111382,3.5747411,0.9148783,1.0743483,0.0755553,0.592952,0.5876792,5709360.5,1181604.5,0.1403482,0.0400569
background,2248382.342,1831580.72,0.2805117,0.2891126,0.0006224,0.0006224,0,0,0.9162395,0.9174281,18.1884537,20.3332386,0,0
background,2255678.097,1831358.11,20.1714325,16.328413,3.4410141,0.8811738,0.9955066,0.0701119,0.2697337,0.2613832,5497728,1139481.5,0.1351429,0.0382947
background,2255239.563,1831260.747,17.0624924,13.2453651,2.9647863,0.7634012,0.7839898,0.0566385,5.3009472,5.2537398,3998151.25,798171.625,0.1264934,0.0372208
background,2251578.021,1831391.378,2.3664546,-0.3192699,0.3365711,0,0.0201759,0,1.6774895,0.5912282,62370.67578,0,0.0391292,0
background,2251363.503,1831424.162,4.4226613,0.8167341,0.8799717,0,0.1263783,0,7.4918232,6.9600849,299336.1563,0.7679243,0.0838438,0
background,2250861.73,1831347.86,1.5245947,-0.7485517,0.3381268,0,0.0234103,0,3.6043799,0.6675311,40945.94141,0,0.0500387,0
background,2255375.361,1831539.533,18.2507153,14.4075127,2.8527427,0.7077808,0.7101982,0.0473917,2.4721346,2.46313,4116162.75,805179.8125,0.1177887,0.0329415
background,2256462.647,1831561.139,24.6651325,20.7636795,3.7568884,0.960641,1.1113793,0.0769134,4.2194185,4.247889,7331358,1576664,0.1332766,0.0370334
background,2250693.201,1831320.372,8.2540073,4.6505189,1.6755469,0.2392779,0.3178826,0.0079271,0.8464606,0.8433942,1095717.25,88256.89844,0.1027867,0.0192742
background,2254544.736,1831497.057,2.1463425,-0.2318265,0.0095078,0,0,0,1.2354376,0.9225882,1528.130493,0,0.0013265,0
background,2252198.725,1831396.039,21.0594597,17.3556938,3.1548159,0.676042,0.82612,0.0403783,2.741375,2.7134619,5257499,927845.9375,0.1213428,0.0286514
background,2255392.983,1831480.601,17.6064739,13.7615852,3.0061061,0.7503242,0.7953228,0.0540802,0.8363324,0.8448696,4189506,816818.75,0.1261435,0.035954
background,2250497.701,1831355.074,5.801043,2.2007146,1.1673069,0.121254,0.1739677,0.0024325,2.8332913,2.8352535,539382.375,21326.66016,0.0854639,0.0148383
background,2253141.423,1831418.425,5.4257722,1.831782,0.0114332,0,0,0,1.6155348,1.6153164,4891.643066,14.2314272,0.001,0
background,2255674.568,1831246.782,18.9404392,15.1105318,3.4900782,0.9179745,1.0459938,0.0780577,1.3632821,1.3526976,5234862,1098463.125,0.1410098,0.0417825
background,2248450.523,1831409.741,-0.8902602,-0.8902343,0,0,0,0,0.0795827,0.078128,0,0,0,0
background,2253017.023,1831540.394,4.0975518,0.5042817,0.0105896,0,0,0,0.5411595,0.5411965,3451.630615,0.4922627,0.001,0
background,2255793.366,1831520.601,20.7334213,16.8788033,3.4088297,0.8518981,0.9684981,0.064823,0.2278313,0.2213021,5596232.5,1138116,0.1317656,0.0365571
background,2256488.806,1831547.957,23.5577927,19.6612091,3.6670609,0.9236014,1.0749924,0.0726569,5.5436583,5.5065355,6837918,1437946.5,0.1334167,0.0369015
background,2255217.466,1831472.061,14.5176325,10.6926422,2.0852878,0.552088,0.4082495,0.0320215,0.6751962,0.6748924,2398936.75,467973,0.0960442,0.0300208
background,2253231.787,1831556.306,4.8398619,1.2463013,0.0120497,0,0,0,0.7250454,0.7256041,4563.227539,6.0403357,0.001,0
background,2252353.914,1831428.955,16.8054581,13.103425,2.933228,0.6115438,0.7689463,0.0361981,3.492882,3.49123,3905590.75,634844.9375,0.1262306,0.0297573
background,2255154.962,1831225.664,16.5075607,12.7138519,2.8997815,0.7867944,0.762424,0.0612461,3.8484588,3.8209434,3779692.75,789344.3125,0.1260207,0.0390457
background,2254411.516,1831388.057,2.4882879,-0.169542,0.0123663,0,0,0,0.2587378,0.1683539,2432.413086,0,0.0011536,0
background,2248657.644,1831426.138,0.4937781,0.5027781,0,0,0,0,1.5055073,1.5055075,9.4566803,8.8517742,0,0
background,2252239.971,1831480.829,20.4851685,16.7777367,3.1069005,0.6636015,0.807711,0.0393637,2.7768338,2.7449322,5038383.5,881222.125,0.1210061,0.0282536
background,2255819.34,1831343.023,21.5943356,17.7351589,3.4067531,0.8671995,0.953829,0.0659053,1.3433589,1.3359962,5825680.5,1217346.125,0.1294523,0.0362822
background,2252009.038,1831211.08,21.0993557,17.423172,2.9949095,0.5505933,0.745146,0.0273683,3.4387197,3.448432,5013172,763628.25,0.1149924,0.0234336
background,2250297.149,1831178.301,5.1407442,1.5607046,0.7273335,0.0617876,0.0703584,0.0009997,4.5162792,2.9634714,297765.1563,7801.945313,0.0560935,0.008947
background,2255159.838,1831188.233,15.2232704,11.4475231,3.2246041,0.8827485,0.9642432,0.0797678,1.6079417,1.5602057,3880855.5,798538.5,0.1456835,0.0462073
background,2252226.336,1830852.998,25.4278584,21.751543,2.8593078,0.5718923,0.6364864,0.0273172,3.9741206,3.9507473,5755822.5,985224.9375,0.0996884,0.021201
background,2255833.776,1830929.301,21.3521194,17.4972706,3.4228179,0.9113325,0.9661881,0.0731268,0.9573391,0.9516199,5788381.5,1262757,0.1304165,0.0384852
background,2254227.158,1831063.941,3.5689809,0.3739926,0.0080934,0.0010587,0,0,0.1924454,0.1923109,2213.250488,45.2924843,0.001,0.0000776
background,2254171.336,1830877.076,2.5057421,-0.4876182,0.014924,0,0,0,0.7749342,0.30846,2926.002441,0,0.001421,0
background,2253084.574,1831141.438,5.012753,1.4196159,0.0161548,0.0000536,0,0,0.8709601,0.8729388,6379.135742,38.770195,0.0010374,0
background,2253685.436,1831172.806,3.5014195,-0.0625174,0.0170894,0.0019849,0,0,1.0356156,0.8554909,4800.700684,33.2989388,0.0016991,0.001037
background,2253350.072,1831165.728,3.8216782,0.228554,0.0251724,0.002505,0,0,0.3600526,0.3497702,7559.39502,66.0431595,0.0020678,0.001036
background,2256495.756,1831031.666,15.4095182,11.5244045,2.3391516,0.4256314,0.5060566,0.0188187,2.668751,2.6456158,2853749.5,388709.2188,0.1052503,0.0224379
background,2254301.559,1831105.746,2.9354956,-0.2361835,0.0128716,0.0001247,0,0,0.1591131,0.2592315,2927.445557,1.7163213,0.0011056,0.0000883
background,2255621.361,1830884.93,20.3672943,16.5398312,3.4550409,0.9163886,1.0004065,0.0751306,0.8969652,0.8785822,5573225,1200134.625,0.1350633,0.0398596
background,2253071.372,1831050.181,4.7167301,1.1231833,0.0190727,0.0009992,0,0,0.4064934,0.407981,7073.551758,90.9629822,0.0018167,0
background,2252267.581,1830992.782,22.2470169,18.5687828,2.9017358,0.5737417,0.6858696,0.028554,3.2554874,3.2482054,5112668,843188.5,0.1082721,0.0233365
background,2254240.575,1831132.792,3.6046772,0.4104936,0.0111207,0.0011909,0,0,0.3274202,0.3296693,3148.59375,45.6260796,0.0010151,0.0001518
background,2253394.035,1831095.759,4.6896024,1.0964544,0.0279605,0.0096125,0,0,0.5729161,0.5729532,10437.49805,862.0472412,0.002,0.001484
background,2250920.642,1830892.865,3.1431353,-0.2685485,0.4160247,0,0.0288561,0,0.9998484,0.1776363,104963.875,0.0002311,0.0411175,0
background,2252778.209,1830881.075,4.0447893,0.4508814,0.0159176,0.0010923,0,0,0.4052962,0.4034508,5005.858398,46.3254623,0.0010312,0.000048
background,2250669.177,1830975.955,1.211449,-0.9844478,0.3633489,0,0.0436823,0,3.7214096,2.5714386,27627.59961,0,0.0696192,0
background,2252179.083,1830975.588,23.9728107,20.2919197,3.0846338,0.6407654,0.7563744,0.0346112,4.2260771,4.1892657,5851125.5,1028301.563,0.1111857,0.0250422
background,2254051.12,1831031.949,2.9057848,-0.2522962,0.0128287,0.0002176,0,0,0.8264431,0.6452457,2864.300537,5.787221,0.0012804,0.0001712
background,2253602.223,1830973.438,3.2929859,-0.2483917,0.0150733,0.0003378,0,0,2.3667018,1.9147208,3924.514648,7.1489091,0.0013673,0.0001407
background,2255164.949,1831099.971,16.1735439,12.4087601,3.3336527,0.8821086,1.007636,0.0774036,2.1597464,2.1481822,4264521.5,865262.9375,0.1464179,0.0442589
background,2253569.968,1830963.163,3.7384019,0.1493216,0.0166537,0.0024002,0,0,1.2318109,1.0673722,4902.231934,65.0674286,0.0012934,0.0007998
background,2252248.531,1831022.242,21.3124752,17.6443119,3.0758135,0.627919,0.7819564,0.0345977,4.6571717,4.6154003,5188780,877074.5,0.1177464,0.0263047
background,2253320.599,1831121.881,3.8645213,0.2708181,0.0251135,0.0027749,0,0,0.7046948,0.7039869,7689.577148,79.9342346,0.0020182,0.0010153
background,2252419.072,1831074.222,11.330698,7.6536436,2.616622,0.4863582,0.6995407,0.0277681,7.3559818,7.3278775,2345449.25,294457.4375,0.1371553,0.0312581
background,2252201.133,1830914.454,23.5848408,19.9088917,3.0191705,0.624453,0.7278316,0.0334161,3.640975,3.6087861,5638572,984902,0.1097384,0.024244
background,2252769.086,1831074.236,3.1598346,-0.3479308,0.0130391,0,0,0,1.3908638,1.1970679,3182.469971,0.0251787,0.001,0
background,2250764.812,1831085.936,2.0701747,-0.5871423,0.2411951,0,0.0121598,0,3.7932127,1.3062142,40227.67969,0,0.0301775,0
background,2249650.773,1831174.711,-0.0539697,-0.0511763,0.0007378,0.0007378,0,0,1.0282695,1.0316957,39.722538,37.0681305,0.0002272,0.0002272
background,2250676.919,1831194.07,7.7091174,4.1106892,1.5421873,0.2043274,0.2758753,0.0061952,3.4025493,3.4001884,943996.8125,67545.67188,0.0981076,0.0176711
background,2254067.31,1831116.26,3.3132231,0.1189817,0.0117827,0.00156,0,0,0.5949113,0.5939553,2988.959229,23.9065094,0.001045,0.0010903
background,2252032.371,1831015.938,23.6547375,19.997242,3.2339995,0.638973,0.8365017,0.0345467,5.4346199,5.3763981,6048726.5,1010276.75,0.1172717,0.0252885
background,2250337.375,1830957.149,6.8922906,3.312422,1.3380976,0.1799712,0.2149511,0.0049738,1.1488724,1.1451933,730419,47271.28906,0.0895108,0.0171099
background,2253451.704,1831197.649,4.7462506,1.1524293,0.0274509,0.0136231,0,0,1.2851194,1.287014,10237.14551,1245.036133,0.002,0.0020371
background,2255230.766,1831086.4,15.0605631,11.2950191,3.5083213,0.9386146,1.1409686,0.0899492,0.3640985,0.3618348,4183733,839315.0625,0.159164,0.0492327
background,2254392.214,1830906.98,2.370147,-0.3417607,0.0039905,0,0,0,0.3460844,0.089414,776.3370972,0,0.0000014,0
background,2250034.65,1831191.954,3.3882966,3.3913479,0.0059857,0.0050384,0,0,1.8297002,1.8280492,1509.602661,1450.697266,0.0009833,0.0009708
background,2256126.018,1831096.603,23.6476688,19.7836571,3.8165832,1.0205307,1.161516,0.0880122,2.0509167,2.0518329,7147978,1598150.75,0.1385198,0.0404534
background,2251352.357,1830978.044,3.087455,-0.3009239,0.2543635,0,0.0103672,0,0.5438134,0.518364,62282.50391,0,0.0251858,0
background,2252532.838,1831089.159,13.7233162,10.0189447,1.6728548,0.2827168,0.269947,0.0087672,12.8696613,12.865798,1856619.75,227340.9531,0.0797315,0.0164803
background,2253230.407,1830995.158,4.1217093,0.5283161,0.0224196,0.0030113,0,0,0.4102935,0.4102356,7259.722656,102.266716,0.0019116,0.0009116
background,2256360.491,1830896.864,18.1121502,14.2143707,2.7180581,0.518023,0.644479,0.0251895,1.7576231,1.7610091,3900097.75,583398.375,0.112654,0.0240562
background,2250669.238,1830846.735,4.8163872,1.2436181,0.9685145,0.0003138,0.1301517,0,4.4189606,4.4153032,366101.6563,33.7255211,0.0785634,0
background,2253495.806,1831199.928,4.8538327,1.260331,0.0256677,0.0164277,0,0,0.725711,0.7263413,9860.763672,1583.146729,0.002,0.0028156
background,2253032.836,1830990.464,4.4496393,0.8557853,0.0200101,0.0018298,0,0,0.9221807,0.9219626,6954.246582,120.8121338,0.0018811,0.0001046
background,2254177.289,1831133.428,3.7492514,0.5544171,0.0109324,0.004439,0,0,0.2054858,0.2055961,3288.854004,192.705658,0.001,0.0010662
background,2255022.024,1830932.931,19.9679222,16.1994991,2.9541912,0.781736,0.7391971,0.0558159,1.3925451,1.3965721,4667702,1001778.375,0.116403,0.0343967
background,2253123.636,1830943.873,4.4095626,0.8156868,0.0218226,0.0030316,0,0,0.1067127,0.1074276,7649.122559,173.4393158,0.002,0.0006708
background,2254160.865,1830876.375,2.4971871,-0.5324795,0.0138982,0,0,0,0.6169388,0.2161702,2726.320313,0,0.0013233,0
background,2253558.071,1831100.564,4.0827956,0.4894196,0.0208203,0.0065993,0,0,0.6825003,0.6798404,6856.182617,296.5143127,0.002,0.0013874
background,2252734.456,1830830.148,3.8464687,0.2529685,0.0169544,0.0012529,0,0,0.8755164,0.8648989,5106.239258,30.6234188,0.0016114,0.0004747
background,2255265.961,1831078.693,15.2281084,11.4545097,3.5010421,0.9357827,1.1314288,0.0887423,0.5569931,0.5646564,4223080.5,849253.3125,0.1578066,0.0488161
background,2253427.091,1831146.744,4.931354,1.3376013,0.0270141,0.0109269,0,0,0.8724295,0.8724809,10541.36426,1157.948242,0.0020253,0.001657
background,2251292.477,1830837.764,3.902303,0.4099578,0.1627523,0,0.0038238,0,0.3863991,0.3885858,50406.05078,0.0892795,0.0145129,0
background,2256501.789,1831190.833,18.885664,14.9917288,2.4257898,0.4622211,0.5135199,0.0205884,0.2576403,0.2336155,3616410.5,544991.125,0.0987892,0.0213506
background,2251533.444,1830945.872,4.7177939,1.2228416,0.6188136,0,0.0520271,0,1.0084391,1.0078624,231346.4063,0.2041018,0.0504542,0
background,2255040.373,1831071.038,16.8303871,13.0795259,2.7189322,0.6855299,0.6658829,0.0473989,3.2269521,3.1995065,3661037.75,719667.25,0.1186854,0.0356735
background,2255687.943,1830959.394,21.1712666,17.3254318,3.3392801,0.875889,0.9220087,0.0676554,0.5913997,0.5797318,5599540.5,1201488.75,0.1278058,0.0370923
background,2254231.013,1830821.832,2.3044193,-0.3450228,0.0051091,0,0,0,0.3467441,0.3171014,861.4164429,0,0.000145,0
background,2254183.95,1830741.631,2.3738673,-0.1677361,0.0150585,0,0,0,0.5602233,0.3862929,2792.5271,0,0.0016654,0
background,2250481.465,1830546.284,4.4935045,0.9242463,1.2384273,0.0983067,0.2159768,0.003294,3.7972729,3.8219326,442068.5,7932.946777,0.1049057,0.0202486
background,2253837.94,1830821.201,1.1275933,-0.7060833,0.0373677,0,0,0,0.5071351,0.7319611,3300.694824,0,0.0064071,0
background,2256522.737,1830567.715,9.1594963,5.295053,1.6003861,0.3316923,0.2800076,0.0147477,2.0268052,2.0072432,1161098.125,139099.5938,0.0930665,0.0255481
background,2255921.122,1830611.357,22.4161987,18.5619411,3.5693932,0.9567887,1.0341427,0.0789298,1.5735869,1.5603992,6337054.5,1406324.875,0.1329951,0.0392991
background,2251166.829,1830727.082,3.9382029,0.4462374,0.1654209,0,0.0037761,0,0.6438938,0.6438538,51784.53906,0.1583469,0.0149809,0
background,2250434.539,1830753.463,8.4321012,4.8583632,1.6299496,0.2188144,0.2986959,0.0063987,1.2673343,1.2614141,1088351,84046.36719,0.0989088,0.0174967
background,2253070.556,1830586.194,2.4927814,-0.5092843,0.025894,0.0000153,0,0,1.351495,0.1195443,5143.813965,0.248765,0.0029783,0.0000153
background,2255398.622,1830755.866,17.6852913,13.8974361,3.5893691,0.9911787,1.1313497,0.0939814,0.2218634,0.2169412,5028495.5,1091456.25,0.1500632,0.0469904
background,2250994.461,1830484.153,3.5377257,0.0457019,0.0220811,0,0.0000234,0,0.5301189,0.4957276,6219.357422,0.1096602,0.0019089,0
background,2254566.865,1830671.946,0.5889428,-1.6540002,0.4650506,0.0375298,0.0932365,0.0021854,7.3368249,5.755939,157428.5781,9135.979492,0.0499623,0.0045114
background,2253356.709,1830725.146,5.1495833,1.5563853,0.0217745,0.0077843,0,0,0.4487795,0.4511602,8785.386719,915.3725586,0.0019734,0.001
background,2255461.017,1830475.389,20.5829544,16.7699108,3.3633077,0.9426939,0.9441628,0.0792214,0.2535181,0.2547831,5483290.5,1251798.875,0.1309592,0.0408363
background,2252595.705,1830692.446,2.7453458,-0.5482386,0.0110058,0,0,0,1.210669,0.4208072,2398.281006,0,0.0010008,0
background,2254861.111,1830758.867,17.3427715,13.5991011,2.8341272,0.7590142,0.7119507,0.0557797,3.5569232,3.5458984,3913721,824942.1875,0.1199421,0.0361972
background,2250069.603,1830624.216,3.6008413,0.2259453,0.5872313,0.0487873,0.0671539,0.0006624,11.6310415,10.8842373,194340.0156,7039.820801,0.083934,0.007864
background,2255437.664,1830635.605,20.2463531,16.4448223,3.4074583,0.9209191,0.9751648,0.076627,2.1999683,2.1912675,5463309.5,1199339.125,0.1335146,0.0397979
background,2252721.458,1830631.49,3.9790714,0.3857053,0.0246551,0.0086004,0,0,0.4129421,0.4139571,7794.091797,236.3472748,0.002,0.0026726
background,2255518.185,1830576.753,20.4690552,16.6600571,3.47402,0.9647413,1.0094641,0.0835124,0.499794,0.4989716,5632016.5,1272607.875,0.135259,0.0416686
background,2255463.749,1830454.428,20.5024509,16.688303,3.3493419,0.9434963,0.9377531,0.0797229,0.5382317,0.538745,5438453.5,1246822.875,0.1305287,0.0404517
background,2251298.526,1830588.499,5.2281685,1.7363024,0.3115083,0,0.01265,0,0.6379647,0.6376858,129343.6797,5.1646628,0.0241275,0
background,2252902.842,1830477.146,4.0292835,0.4353613,0.0229685,0.002104,0,0,0.2772152,0.2760886,7220.892578,68.5794601,0.002,0.0001585
background,2255236.09,1830628.869,20.2467556,16.4420757,3.1543965,0.8525334,0.835456,0.0654689,1.6280588,1.6124363,5057970,1109829.375,0.1233799,0.0369186
background,2250143.424,1830804.041,6.1311016,2.5564477,0.7971559,0.0868545,0.0846451,0.0017878,2.3440959,2.3466754,394230.5938,18708.04492,0.0566935,0.0098155
background,2255693.331,1830460.789,19.6014271,15.7928228,3.7031076,1.054787,1.1640358,0.1015811,1.3766838,1.3802094,5748779,1319351.25,0.1475873,0.0466589
background,2256138.931,1830718.636,25.2587776,21.3741035,3.3311818,0.8498165,0.8699566,0.0606514,6.9941483,6.9553847,6641782.5,1425617,0.1173023,0.0327693
background,2256158.687,1830473.822,19.0113907,15.1570597,2.331651,0.3355894,0.4669014,0.0108815,2.4856262,2.4849987,3518613.25,404797.75,0.094037,0.0149842
background,2255223.804,1830504.265,19.961071,16.163868,3.2791977,0.9070851,0.9069509,0.0745496,0.7347933,0.7235146,5183970.5,1161254.25,0.1294592,0.0396377
background,2251013.257,1830482.566,3.7285471,0.2365759,0.0413037,0,0.0000288,0,0.3957875,0.3955818,12216.27148,0.3340411,0.0039115,0
background,2250401.018,1830772.331,7.5755944,4.0007863,1.3582706,0.1759355,0.2164262,0.0047044,1.9060947,1.9075619,818738.625,56181.41406,0.0871276,0.0154363
background,2250075.357,1830766.956,0.5406245,-0.907773,0.0492382,0,0.0011539,0,5.7876978,0.7634982,4531.44043,0,0.0171264,0
background,2252003.021,1830496.437,23.0583096,19.4352551,3.4838376,0.7248487,0.9759043,0.0445895,2.1677551,2.1650207,6361633,1116194.625,0.1281183,0.0289066
background,2251448.869,1830713.899,5.041779,1.5498039,0.5230503,0,0.0361156,0,0.5756688,0.5760351,208762.625,0.3079838,0.0409692,0
background,2250721.55,1830677.385,2.6083102,-0.1891921,0.1731519,0,0.0055425,0,1.2181826,0.7705228,36213.51953,0,0.0189442,0
background,2249887.802,1830533.881,2.1914499,1.6977574,0.0009718,0,0,0,3.050704,2.7976093,201.6544189,0,0.0000421,0
background,2253194.336,1830673.755,4.1327238,0.5393094,0.0221188,0.0014325,0,0,0.247979,0.2460724,7202.803223,75.3207779,0.002,0.0002084
background,2256340.866,1830764.03,13.0062218,9.1306543,2.7993269,0.4552891,0.7911598,0.02431,21.9611416,21.6885185,2830922.25,317542.8438,0.1395204,0.0274139
background,2250177.917,1830600.67,5.696527,2.1288362,1.2845831,0.2060408,0.2117837,0.0076708,2.754024,2.7556844,579388.1875,34881.14844,0.0951508,0.0250835
background,2251278.361,1830455.755,5.5362186,2.0450242,0.3006527,0,0.0116015,0,0.3915734,0.3897367,132072.4531,5.4360771,0.0224038,0
background,2255328.308,1830538.516,20.4946365,16.6839142,3.2288816,0.8811293,0.8715999,0.0695704,0.6394647,0.637934,5241584.5,1164438.375,0.1257918,0.0380156
background,2250230.519,1830771.18,5.9744039,2.4033425,1.3520252,0.2213953,0.2311579,0.0085601,1.6404557,1.6344141,638821.625,41726.94531,0.0975372,0.0254156
background,2251333.671,1830507.526,5.7459784,2.2543454,0.3942279,0,0.0199073,0,0.1267915,0.1264366,179433.9375,9.3197403,0.0290605,0
background,2249908.916,1830478.839,-0.8984407,-0.9384087,0,0,0,0,2.283226,1.2128936,2.0918791,0,0,0
background,2256238.769,1830818.099,17.0657215,13.2768288,4.1401134,0.9702439,1.5354202,0.092441,23.3857079,23.1495895,5572874,1012835.313,0.1778811,0.0476339
background,2256358.235,1830610.757,21.9389019,18.0594845,1.3360393,0.1765248,0.1477933,0.0026485,5.513803,5.509964,2306127.75,249646.875,0.0506902,0.0075238
background,2250493.398,1830690.32,7.6134582,4.0469503,1.4893821,0.174185,0.2594361,0.0045784,3.3921371,3.3760254,897782.375,55604.38672,0.095386,0.0154077
background,2253010.879,1830723.528,4.0780344,0.4844275,0.0245657,0.0060852,0,0,0.2884916,0.2904827,7902.106934,229.7827454,0.002,0.0013582
background,2249930.442,1830794.85,0.1883562,-0.1214199,0.0003641,0,0,0,14.1606169,12.8448687,29.1809578,0,0.0001938,0
background,2252589.854,1830594.478,3.8368187,0.2441745,0.0176406,0.0028749,0,0,0.9201286,0.8763115,5499.952148,53.5514412,0.0019371,0.001018
background,2251323.186,1830471.444,5.7218118,2.2304387,0.3801511,0,0.0185395,0,0.1140359,0.1122704,172300.8438,11.2200518,0.0280265,0
background,2251407.487,1830540.509,5.0968528,1.6053897,0.4253449,0,0.02392,0,1.1292456,1.1310778,172114.7188,5.0273824,0.0332919,0
background,2256386.075,1830532.967,13.8012171,9.9302864,1.6249465,0.2341989,0.2530226,0.0057258,7.8792462,7.8769016,1770076.625,182692.5625,0.0776309,0.0133978
background,2256519.419,1830654.232,9.6872005,5.81497,1.8603277,0.3762416,0.3750731,0.0185495,1.0433812,1.035633,1421361.375,171183.2969,0.1055734,0.0276855
background,2256529.842,1830797.49,12.5757322,8.6909904,1.6696826,0.2263916,0.2768756,0.0061581,3.0695803,3.0736787,1670560.5,156195.9219,0.083343,0.0135963
background,2256465.142,1830648.849,8.1067181,4.2682986,2.3694808,0.4675929,0.6407717,0.0311153,2.5699022,2.5166917,1519670.125,157715.6719,0.1467448,0.0402218
background,2255603.752,1830511.722,19.3789387,15.5711737,3.588665,1.000154,1.0969956,0.0917921,0.7614117,0.7610843,5507487,1232984.5,0.1437695,0.0446408
background,2255259.389,1830443.334,19.921814,16.1231041,3.2997012,0.9153042,0.9188669,0.0758137,0.7042634,0.692685,5206465.5,1168845.875,0.130387,0.0401082
background,2254392.432,1830437.556,10.6846352,6.9585562,1.7288409,0.4236873,0.3155125,0.0220918,4.9510865,4.9483557,1492027.875,242330.2656,0.092841,0.0283476
background,2254963.968,1830438.698,17.3438148,13.5890932,3.3675132,0.9597958,1.0023931,0.08815,0.2760795,0.2731843,4626321,1032930.063,0.1424505,0.0458419
background,2255977.483,1830114.522,12.5091047,8.78545,3.2341809,0.6126364,1.0621998,0.0445183,4.8408241,4.6748033,3162428.75,415298.4063,0.1630966,0.0374393
background,2250710.986,1830126.318,2.7180533,-0.1953133,0.2783593,0,0.0126779,0,1.4292978,1.529776,59708.12891,0,0.0298942,0
background,2252829.614,1830436.504,3.8714685,0.277512,0.0220661,0.0038467,0,0,0.0496539,0.0503678,6864.435547,81.8979645,0.002,0.0009954
background,2254276.848,1830391.993,8.3200865,4.5994515,1.4278107,0.3301306,0.2338954,0.0153579,5.4832568,5.4846945,975085.8125,130834.4844,0.0871199,0.0276805
background,2251113.645,1830069.707,4.7073655,1.2164648,0.2862549,0,0.0109575,0,0.7434556,0.7453371,106848.5078,32.0652847,0.0229106,0
background,2251078.373,1830330.658,4.3598671,0.8680564,0.128848,0,0.0022336,0,1.1233486,1.1252632,44646.97656,11.7799587,0.0110726,0
background,2255413.943,1830343.173,20.5453815,16.7311821,3.3194692,0.9441752,0.9201652,0.0796934,0.2774781,0.2853131,5401489.5,1251206.875,0.1292166,0.0407142
background,2253231.402,1830356.327,4.908637,1.3146967,0.021311,0.0084251,0,0,0.1515992,0.1515836,8250.919922,878.8747559,0.0019626,0.001
background,2254850.426,1830396.77,17.8013153,14.0553274,3.2765939,0.9282764,0.9403661,0.082044,0.0483974,0.0482831,4620210.5,1033390.75,0.1370249,0.044005
background,2255923.943,1830256.511,18.5180416,14.6230192,3.0102582,0.6443925,0.785129,0.0386123,4.5713983,4.55901,4410405.5,745931.125,0.1231746,0.029817
background,2256543.781,1830109.237,2.7325611,-0.6868253,0.425814,0.0665529,0.0525136,0.0016413,5.7567148,5.602591,284314.4375,24125.86719,0.0264811,0.0058297
background,2256013.439,1830241.828,20.7375031,16.8488064,2.6284723,0.5120185,0.5761061,0.0236088,2.3078713,2.3027325,4319271,683961.4375,0.1016952,0.0218346
background,2250574.777,1830171.881,1.3067744,-1.729045,0.441909,0,0.0506358,0,1.0459031,6.8072519,50673.87891,0,0.0724063,0
background,2254765.054,1830209.085,18.3053303,14.5635662,3.307514,0.9696719,0.9497792,0.0878574,0.3481755,0.3416703,4795739,1118479.125,0.1362372,0.044933
background,2253077.264,1830114.379,2.8292594,-0.7144361,0.0235982,0.0001287,0,0,1.1144495,0.3880318,5261.055664,3.1435122,0.0020335,0.0002065
background,2255675.163,1830223.396,23.6679306,19.8323917,3.3621743,0.9002913,0.9047733,0.0694204,2.4513261,2.4441669,6285233.5,1403336.125,0.1222442,0.0357521
background,2255741.213,1830236.225,29.1670113,25.3305569,2.6749992,0.5588647,0.5348097,0.0251124,5.5850034,5.5514827,6173138.5,1118551.875,0.0874548,0.0198589
background,2254605.945,1830427.185,14.8790188,11.1542063,3.0768445,0.9038965,0.8811331,0.0837431,1.4154025,1.4100608,3629047.5,799656.125,0.1404739,0.0474672
background,2254708.486,1830191.885,17.8432903,14.1033478,3.2490888,0.9535704,0.9247289,0.085915,0.3474431,0.3485257,4592263,1065735.25,0.1358815,0.0449359
background,2253275.143,1830259.095,4.4825211,0.8886271,0.0124636,0.00176,0,0,0.365829,0.3658512,4437.217773,145.009491,0.001,0.0002307
background,2252139.549,1830175.963,26.0599728,22.4309464,2.9210994,0.5774015,0.6584438,0.0271958,0.9989626,1.0012281,6030615.5,1025608.125,0.1005446,0.0212078
background,2250730.739,1830086.354,3.2608531,-0.1024607,0.311452,0.0006826,0.0190839,0,1.3429091,0.8460786,84023.60156,95.3517914,0.0300215,0.0000896
